sku_id,description,analysis_weeks,positive_demand_weeks,zero_demand_week_pct,mean_weekly_demand,std_weekly_demand,coefficient_of_variation,average_demand_interval_weeks,lag_1_autocorrelation,first_13_week_average,last_13_week_average,trend_slope_units_per_week,recent_vs_initial_13_week_change_pct
84709A,SILVER OVAL JEWELLED MIRROR,104,12,88.46,0.61,4.06,6.708,8.67,-0.016,0.00,0.00,-0.016,
84709B,UNKNOWN,104,48,53.85,1.98,4.20,2.122,2.17,0.045,3.15,0.00,-0.049,-100.00
84711A,SILVER OVAL SHAPE TRINKET BOX,104,19,81.73,0.40,0.98,2.428,5.47,0.042,0.77,0.38,-0.001,-50.00
84711B,PINK OVAL SHAPE TRINKET BOX,104,23,77.88,0.36,0.85,2.380,4.52,-0.108,0.69,0.46,-0.000,-33.33
84712B,PINK JEWELLED PHOTO FRAME,104,40,61.54,2.31,14.17,6.141,2.60,-0.017,2.92,0.85,-0.061,-71.05
84715,SET OF 6 ICE CREAM SKITTLES,104,28,73.08,2.32,5.01,2.163,3.71,0.298,1.69,0.00,-0.065,-100.00
84720,DOT MATRIX CANVAS ART PICTURE,104,2,98.08,0.34,2.50,7.414,52.00,-0.019,1.00,0.00,-0.014,-100.00
84721,MANHATTAN CANVAS ART PICTURE,104,0,100.00,0.00,0.00,0.000,0.00,,0.00,0.00,0.000,
84723,CHERRY BLOSSOM CANVAS ART PICTURE,104,13,87.50,0.59,2.64,4.505,8.00,0.168,1.00,0.00,0.006,-100.00
84725,FREESTYLE CANVAS ART PICTURE,104,21,79.81,1.28,5.60,4.377,4.95,-0.003,1.23,2.23,-0.010,81.25
84726,LILLIES CANVAS PICTURE,104,4,96.15,2.24,13.98,6.241,26.00,-0.026,1.23,0.00,-0.061,-100.00
84731,3 BIRDS CANVAS SCREEN,104,3,97.12,0.03,0.17,5.830,34.67,-0.030,0.00,0.00,0.000,
84732B,CUTE BIRD CEATURE SCREEN,104,6,94.23,0.27,1.99,7.397,17.33,-0.019,0.08,0.00,0.007,-100.00
84732D,CUTE RABBIT CEATURE SCREEN,104,5,95.19,0.14,0.93,6.439,20.80,-0.025,0.08,0.00,0.003,-100.00
84741C,CITRUS GARLAND FELT FLOWERS,104,30,71.15,1.84,3.93,2.139,3.47,0.257,5.85,0.00,-0.041,-100.00
84743C,ORANGE FELT VASE + FLOWERS,104,6,94.23,0.50,4.23,8.458,17.33,-0.009,0.00,0.00,-0.016,
84744,S/6 SEW ON CROCHET FLOWERS,104,25,75.96,1.43,4.02,2.803,4.16,0.048,0.38,0.38,0.007,0.00
84745A,PINK HANGING GINGHAM EASTER HEN,104,14,86.54,0.63,1.93,3.043,7.43,-0.084,1.23,0.00,-0.010,-100.00
84745B,BLUE HANGING GINGHAM EASTER HEN,104,16,84.62,0.75,2.04,2.723,6.50,-0.086,1.62,0.00,-0.013,-100.00
84746,PINK EASTER HENS+FLOWER,104,14,86.54,0.89,6.60,7.378,7.43,-0.009,0.46,0.00,0.017,-100.00
84748,FOLK FELT HANGING MULTICOL GARLAND,104,41,60.58,11.25,60.74,5.399,2.54,0.030,8.31,0.46,-0.159,-94.44
84750A,PINK SMALL GLASS CAKE STAND,104,23,77.88,5.03,14.40,2.863,4.52,0.412,20.69,0.00,-0.201,-100.00
84750B,BLACK SMALL GLASS CAKE STAND,104,39,62.50,5.84,12.71,2.178,2.67,0.018,12.85,0.00,-0.150,-100.00
84751B,BLACK MEDIUM GLASS CAKE STAND,104,15,85.58,0.37,1.12,3.052,6.93,0.109,0.31,0.00,-0.002,-100.00
84753A,PINK EAU DE COLOGNE BOTTLE,104,7,93.27,1.72,9.72,5.648,14.86,0.163,13.77,0.00,-0.088,-100.00
84754,S/15 SILVER GLASS BAUBLES IN BAG,104,47,54.81,19.38,44.24,2.283,2.21,0.440,5.00,6.31,-0.074,26.15
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,104,102,1.92,386.66,340.13,0.880,1.02,0.503,196.08,206.77,-2.330,5.45
84757,ENCHANTED GARDEN WROUGHT IRON TABLE,104,5,95.19,0.11,0.57,5.419,20.80,0.024,0.08,0.00,-0.004,-100.00
84760L,LARGE HANGING GLASS+ZINC LANTERN,104,1,99.04,5.38,54.91,10.198,104.00,-0.010,0.00,0.00,-0.182,
84760S,UNKNOWN,104,33,68.27,2.15,4.43,2.057,3.15,0.285,0.85,0.00,-0.027,-100.00
84761,IVORY HANGING BIRD PLANTER,104,28,73.08,2.58,5.87,2.278,3.71,0.459,3.92,0.00,-0.089,-100.00
84762A,UNKNOWN,104,15,85.58,0.62,2.27,3.638,6.93,0.257,0.46,0.00,-0.021,-100.00
84762B,PINK PICNIC BARBECUE BUCKET,104,21,79.81,1.08,3.82,3.550,4.95,0.541,0.69,0.00,-0.036,-100.00
84762C,GREEN PICNIC BARBECUE BUCKET,104,18,82.69,1.01,4.10,4.058,5.78,0.569,1.31,0.00,-0.038,-100.00
84763,ZINC FINISH 15CM PLANTER POTS,104,67,35.58,14.51,21.92,1.511,1.55,0.348,17.38,0.00,-0.189,-100.00
84765,SILVER ROCOCO CANDELABRA,104,4,96.15,0.06,0.31,5.307,26.00,-0.031,0.31,0.00,-0.003,-100.00
84766,SILVER ROCOCO CANDLE STICK,104,21,79.81,1.92,6.44,3.349,4.95,0.292,0.15,0.31,0.004,100.00
84767,UNKNOWN,104,5,95.19,1.87,18.33,9.829,20.80,0.000,14.77,0.00,-0.096,-100.00
84770,ROUND GEORGIAN SILVER MIRROR,104,6,94.23,1.30,7.69,5.925,17.33,0.212,5.15,0.00,-0.055,-100.00
84773,UNKNOWN,104,29,72.12,1.62,3.84,2.363,3.59,0.156,4.92,0.00,-0.052,-100.00
84782A,PINK 3 TIER GLASS PLATE STAND,104,15,85.58,1.12,5.95,5.290,6.93,0.130,1.15,0.00,-0.028,-100.00
84782B,BLACK 3 TIER GLASS PLATE STAND,104,6,94.23,0.10,0.47,4.919,17.33,-0.042,0.54,0.00,-0.004,-100.00
84782C,GREEN 3 TIER GLASS PLATE STAND,104,14,86.54,0.70,2.64,3.766,7.43,0.315,0.62,0.00,-0.017,-100.00
84789,UNKNOWN,104,54,48.08,4.27,7.49,1.754,1.93,0.134,4.00,0.00,-0.032,-100.00
84791,GINGHAM HEART DECORATION,104,29,72.12,3.24,7.67,2.366,3.59,0.447,11.23,0.00,-0.132,-100.00
84792,ENCHANTED BIRD COATHANGER 5 HOOK,104,101,2.88,21.78,26.66,1.224,1.03,0.016,42.77,18.85,-0.213,-55.94
84795A,UNKNOWN,104,22,78.85,2.62,9.02,3.449,4.73,0.307,1.15,0.00,-0.089,-100.00
84795B,SUNSET CHECK HAMMOCK,104,53,49.04,3.04,4.95,1.629,1.96,0.366,1.38,0.31,0.009,-77.78
84795C,UNKNOWN,104,28,73.08,3.28,7.90,2.411,3.71,0.704,2.62,0.00,-0.104,-100.00
84795D,UNKNOWN,104,23,77.88,2.32,6.29,2.714,4.52,0.604,1.92,0.00,-0.079,-100.00
84795E,UNKNOWN,104,6,94.23,0.11,0.50,4.735,17.33,0.109,0.31,0.00,-0.004,-100.00
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,104,49,52.88,3.00,10.10,3.367,2.12,0.027,0.15,0.15,-0.040,0.00
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,104,48,53.85,5.94,14.34,2.414,2.17,0.286,0.08,0.15,-0.023,100.00
84797A,PINK HAWAIIAN PICNIC HAMPER FOR 4,104,11,89.42,4.79,27.38,5.718,9.45,0.422,0.31,0.00,-0.147,-100.00
84797B,BLUE SAVANNAH PICNIC HAMPER FOR 4,104,11,89.42,3.28,18.51,5.645,9.45,0.416,0.38,0.00,-0.105,-100.00
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,104,9,91.35,1.88,14.77,7.879,11.56,-0.016,11.77,0.54,-0.074,-95.42
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,104,9,91.35,3.13,19.89,6.344,11.56,-0.001,11.54,0.00,-0.126,-100.00
84798C,WHITE FOXGLOVE ARTIIFCIAL FLOWER,104,3,97.12,0.17,1.05,6.049,34.67,0.256,1.38,0.00,-0.009,-100.00
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,104,25,75.96,6.52,16.23,2.490,4.16,0.085,5.69,0.00,-0.110,-100.00
84800L,LARGE WHITE/PINK ROSE ART FLOWER,104,31,70.19,6.25,17.99,2.879,3.35,0.018,0.77,0.00,-0.023,-100.00
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,104,21,79.81,2.40,6.77,2.815,4.95,-0.032,2.46,0.00,-0.011,-100.00
84800S,SMALL WHITE/PINK ROSE ART FLOWER,104,17,83.65,3.73,21.92,5.874,6.12,-0.010,0.46,0.46,-0.055,0.00
84801A,PINK HYDRANGEA ART FLOWER,104,14,86.54,2.62,16.64,6.363,7.43,-0.025,1.69,0.77,-0.046,-54.55
84801B,WHITE HYDRANGEA ART FLOWER,104,15,85.58,2.06,9.04,4.394,6.93,-0.027,1.62,0.00,-0.047,-100.00
84802A,WHITE ANEMONE ARTIFICIAL FLOWER,104,21,79.81,1.80,5.26,2.928,4.95,0.262,3.46,0.00,-0.063,-100.00
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,104,13,87.50,3.92,24.10,6.144,8.00,0.072,3.00,0.00,-0.132,-100.00
84803A,PINK ALLIUM ARTIFICIAL FLOWER,104,15,85.58,1.13,3.56,3.141,6.93,0.054,2.00,0.00,-0.035,-100.00
84803B,WHITE ALLIUM ARTIFICIAL FLOWER,104,13,87.50,1.16,6.13,5.266,8.00,-0.027,1.69,0.00,-0.035,-100.00
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,104,14,86.54,1.98,10.10,5.100,7.43,-0.039,2.15,0.23,-0.028,-89.29
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,104,13,87.50,2.95,13.98,4.735,8.00,0.031,2.00,0.23,-0.057,-88.46
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,104,7,93.27,1.30,9.56,7.362,14.86,-0.017,0.92,0.92,-0.028,0.00
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,104,7,93.27,2.92,16.16,5.530,14.86,-0.030,7.38,0.15,-0.107,-97.92
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,104,15,85.58,2.14,10.29,4.798,6.93,-0.031,0.15,0.00,-0.048,-100.00
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,104,27,74.04,4.10,10.23,2.499,3.85,0.158,0.00,5.08,0.048,
84807,RED POPPY ARTIFICIAL FLOWER,104,7,93.27,2.24,16.93,7.559,14.86,0.088,2.92,0.00,-0.080,-100.00
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,104,19,81.73,2.65,8.90,3.354,5.47,0.158,4.15,0.00,-0.057,-100.00
84809B,PINK CHRYSANTHEMUMS ART FLOWER,104,7,93.27,2.85,21.40,7.517,14.86,-0.018,2.00,0.00,-0.079,-100.00
84811A,UNKNOWN,104,1,99.04,0.01,0.10,10.198,104.00,-0.010,0.08,0.00,-0.001,-100.00
84813,SET OF 4 DIAMOND NAPKIN RINGS,104,49,52.88,3.68,11.25,3.056,2.12,0.268,15.38,1.69,-0.081,-89.00
84814A,UNKNOWN,104,2,98.08,0.02,0.14,7.176,52.00,0.490,0.00,0.00,-0.001,
84814B,UNKNOWN,104,1,99.04,0.76,7.75,10.198,104.00,-0.010,6.08,0.00,-0.042,-100.00
84815,SET OF 3 DANISH ROSE PLANTERS,104,24,76.92,8.90,79.85,8.968,4.33,-0.007,4.54,0.00,-0.285,-100.00
84816,DANISH ROSE BEDSIDE CABINET,104,18,82.69,0.32,0.80,2.533,5.78,-0.069,0.23,0.00,-0.002,-100.00
84817,DANISH ROSE DECORATIVE PLATE,104,48,53.85,8.16,31.47,3.855,2.17,0.050,1.00,3.08,0.059,207.69
84818,DANISH ROSE PHOTO FRAME,104,78,25.00,17.16,33.36,1.944,1.33,0.272,7.46,20.15,0.300,170.10
84819,DANISH ROSE ROUND SEWING BOX,104,46,55.77,6.93,32.27,4.655,2.26,0.012,0.77,4.08,0.039,430.00
84820,DANISH ROSE TRINKET TRAYS,104,38,63.46,2.62,11.30,4.306,2.74,0.018,0.62,1.00,0.006,62.50
84821,DANISH ROSE DELUXE COASTER,104,51,50.96,12.17,33.96,2.790,2.04,0.050,0.15,5.38,0.043,3400.00
84823,DANISH ROSE FOLDING CHAIR,104,10,90.38,1.16,8.74,7.514,10.40,0.094,0.00,0.00,0.001,
84824,DANISH ROSE UMBRELLA STAND,104,17,83.65,0.37,1.12,3.076,6.12,0.138,0.92,0.08,-0.013,-91.67
84826,ASSTD DESIGN 3D PAPER STICKERS,104,34,67.31,135.79,1228.87,9.050,3.06,-0.012,9.62,966.15,6.708,9948.00
84827,ASS DES PHONE SPONGE CRAFT STICKER,104,22,78.85,9.19,26.96,2.933,4.73,-0.011,9.23,1.08,-0.128,-88.33
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,104,88,15.38,23.92,30.39,1.270,1.18,0.240,20.77,8.31,-0.130,-60.00
84830,LARGE ENGLISH ARBORETUM,104,6,94.23,1.07,9.81,9.193,17.33,0.029,8.54,0.00,-0.055,-100.00
84832,ZINC WILLIE WINKIE CANDLE STICK,104,102,1.92,62.19,64.90,1.044,1.02,0.323,64.23,127.15,0.215,97.96
84836,ZINC METAL HEART DECORATION,104,102,1.92,184.49,154.41,0.837,1.02,0.188,222.85,165.69,-1.574,-25.65
84837,UNKNOWN,104,34,67.31,2.30,4.57,1.990,3.06,0.592,7.77,0.00,-0.093,-100.00
84838,ANT WHITE HIGH RISE BIRD BOX,104,3,97.12,0.48,4.42,9.198,34.67,-0.009,3.85,0.00,-0.025,-100.00
84839,SWEETHEART KEY CABINET,104,39,62.50,14.38,32.41,2.254,2.67,0.283,40.23,0.00,-0.437,-100.00
84840,UNKNOWN,104,36,65.38,2.74,4.87,1.776,2.89,0.646,0.00,0.00,-0.043,
84842,HELLO SAILOR BATHROOM SET,104,29,72.12,14.47,99.42,6.871,3.59,-0.022,0.92,0.31,-0.211,-66.67
84843,WHITE SOAP RACK WITH 2 BOTTLES,104,67,35.58,2.67,4.90,1.832,1.55,0.007,2.23,7.62,0.031,241.38
84845A,HOLLYHOCK SQUARE HANDY TIN,104,0,100.00,0.00,0.00,0.000,0.00,,0.00,0.00,0.000,
84845C,CARNATION SQUARE HANDY TIN,104,14,86.54,0.80,3.38,4.232,7.43,0.115,3.77,0.00,-0.032,-100.00
84845D,GERANIUM SQUARE HANDY TIN,104,8,92.31,0.41,2.15,5.206,13.00,0.099,1.92,0.00,-0.017,-100.00
84846A,SCENTED CANDLE IN DIGITALIS TIN,104,36,65.38,2.36,5.39,2.288,2.89,0.013,1.38,1.85,-0.040,33.33
84847,UNKNOWN,104,35,66.35,22.43,154.16,6.872,2.97,-0.021,1.38,0.00,-0.329,-100.00
84849A,HELLO SAILOR BLUE SOAP HOLDER,104,64,38.46,4.52,10.69,2.366,1.62,-0.070,4.23,3.08,-0.040,-27.27
84849B,FAIRY SOAP SOAP HOLDER,104,77,25.96,18.59,27.47,1.478,1.35,0.313,26.00,0.00,-0.403,-100.00
84849D,HOT BATHS SOAP HOLDER,104,88,15.38,15.95,27.26,1.709,1.18,-0.049,6.31,17.15,-0.057,171.95
84854,GIRLY PINK TOOL SET,104,38,63.46,4.39,15.39,3.503,2.74,0.044,12.77,0.00,-0.150,-100.00
84855,BLOKEY SILVER TOOL SET,104,8,92.31,0.45,2.58,5.718,13.00,-0.005,0.15,0.00,-0.016,-100.00
84856L,LARGE TAHITI BEACH BAG,104,37,64.42,2.29,6.44,2.815,2.81,0.509,1.46,0.00,-0.059,-100.00
84856S,SMALL TAHITI BEACH BAG,104,23,77.88,4.58,22.19,4.849,4.52,0.040,31.31,0.00,-0.209,-100.00
84857A,UNKNOWN,104,2,98.08,0.13,1.28,9.491,52.00,-0.011,0.08,0.00,-0.004,-100.00
84857B,BLUE MONTE CARLO HANDBAG,104,2,98.08,0.46,3.31,7.176,52.00,-0.020,0.00,0.00,0.016,
84857C,PINK MONTE CARLO HANDBAG,104,14,86.54,2.12,8.64,4.066,7.43,0.190,0.00,0.00,0.014,
84858A,UNKNOWN,104,5,95.19,0.51,4.06,7.977,20.80,-0.016,0.15,0.00,-0.017,-100.00
84858B,BLUE RIVIERA HANDBAG,104,5,95.19,5.44,37.95,6.973,20.80,0.092,0.00,0.00,-0.173,
84858C,PINK RIVIERA HANDBAG,104,22,78.85,3.78,17.39,4.603,4.73,0.228,0.31,0.00,0.014,-100.00
84859A,SILVER DISCO HANDBAG,104,38,63.46,2.80,8.26,2.951,2.74,0.023,0.62,4.23,0.022,587.50
84859B,BLUE DISCO HANDBAG,104,14,86.54,2.70,19.79,7.326,7.43,-0.011,0.08,0.85,-0.023,1000.00
84859C,PINK DISCO HANDBAG,104,25,75.96,2.91,11.68,4.008,4.16,0.171,0.31,2.54,-0.000,725.00
84864A,PINK PAISLEY PHOTO ALBUM,104,4,96.15,0.07,0.38,5.580,26.00,0.174,0.31,0.00,-0.002,-100.00
84865,NEW BAROQUE BLACK PHOTO ALBUM,104,29,72.12,0.74,1.74,2.351,3.59,0.111,0.46,0.00,-0.006,-100.00
84867A,PINK BABY GIRLS PHOTO ALBUM,104,4,96.15,0.16,1.22,7.437,26.00,-0.018,1.15,0.00,-0.008,-100.00
84867B,BLUE BABY BOY'S PHOTO ALBUM,104,1,99.04,0.02,0.20,10.198,104.00,-0.010,0.15,0.00,-0.001,-100.00
84868A,PINK BABY GIRL'S MEMORY BOX,104,1,99.04,0.02,0.20,10.198,104.00,-0.010,0.15,0.00,-0.001,-100.00
84868B,BLUE BABY BOY'S MEMORY BOX,104,3,97.12,0.05,0.29,6.066,34.67,-0.028,0.31,0.00,-0.002,-100.00
84869,CANDY BUTTON PHOTO ALBUM,104,14,86.54,2.90,12.12,4.173,7.43,0.358,17.15,0.00,-0.136,-100.00
84870B,BLUE GEISHA GIRL,104,27,74.04,0.87,1.99,2.295,3.85,0.045,0.69,0.15,-0.006,-77.78
84870C,GREEN GEISHA GIRL,104,23,77.88,0.89,2.21,2.468,4.52,0.266,0.54,0.38,-0.004,-28.57
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,104,45,56.73,2.24,4.57,2.042,2.31,0.562,0.15,0.00,-0.029,-100.00
84873A,FUNKY FLOWER PICNIC BAG FOR 4,104,19,81.73,1.26,5.09,4.037,5.47,0.138,1.77,0.00,-0.040,-100.00
84874B,BLUE TRAVEL FIRST AID KIT,104,30,71.15,0.82,1.95,2.385,3.47,0.151,0.92,0.00,0.000,-100.00
84875A,PINK SQUARE COMPACT MIRROR,104,9,91.35,0.13,0.52,3.881,11.56,0.003,0.15,0.00,-0.002,-100.00
84875B,GREEN SQUARE COMPACT MIRROR,104,19,81.73,3.58,19.79,5.533,5.47,0.204,0.00,5.62,-0.031,
84875D,BLUE SQUARE COMPACT MIRROR,104,15,85.58,4.84,25.72,5.318,6.93,0.463,2.15,1.08,-0.139,-50.00
84876B,found,104,27,74.04,3.31,9.06,2.738,3.85,0.005,2.31,8.23,0.042,256.67
84876C,SILVER HEART COMPACT MIRROR,104,3,97.12,0.07,0.51,7.540,34.67,-0.019,0.54,0.00,-0.004,-100.00
84876D,BLUE HEART COMPACT MIRROR,104,28,73.08,3.18,8.48,2.665,3.71,0.107,0.15,0.15,0.012,0.00
84877A,PINK ROUND COMPACT MIRROR,104,16,84.62,0.71,2.97,4.176,6.50,-0.034,0.15,0.00,0.004,-100.00
84877B,GREEN ROUND COMPACT MIRROR,104,30,71.15,2.78,7.28,2.619,3.47,0.165,2.62,2.15,0.015,-17.65
84877C,UNKNOWN,104,1,99.04,0.01,0.10,10.198,104.00,-0.010,0.08,0.00,-0.001,-100.00
84877D,BLUE ROUND COMPACT MIRROR,104,34,67.31,1.55,4.84,3.127,3.06,0.276,2.92,0.23,-0.000,-92.11
84879,ASSORTED COLOUR BIRD ORNAMENT,104,102,1.92,744.18,696.55,0.936,1.02,0.254,502.31,884.08,2.426,76.00
84880,WHITE WIRE EGG HOLDER,104,85,18.27,16.57,26.47,1.598,1.22,0.149,23.46,3.69,-0.304,-84.26
84881,BLUE WIRE SPIRAL CANDLE HOLDER,104,21,79.81,0.50,1.14,2.281,4.95,0.058,0.31,0.00,-0.009,-100.00
84882,GREEN WIRE STANDING CANDLE HOLDER,104,31,70.19,0.62,1.29,2.070,3.35,0.003,1.00,0.85,0.001,-15.38
84884A,ANT WHITE WIRE HEART SPIRAL,104,92,11.54,16.08,31.86,1.982,1.13,0.084,21.08,2.54,-0.268,-87.96
84886,BLUE METAL WALL SHELF,104,7,93.27,0.23,1.28,5.542,14.86,0.192,0.08,0.00,-0.007,-100.00
84891B,GREEN WIRE GOBLET CANDLEHOLDER,104,6,94.23,0.26,1.65,6.351,17.33,0.146,0.00,0.00,-0.007,
84893,ANT WHITE IRON BASKET,104,9,91.35,0.31,1.25,4.053,11.56,0.334,2.46,0.00,-0.015,-100.00
84898F,YELLOW FLOWERS FELT HANDBAG KIT,104,30,71.15,1.53,3.33,2.180,3.47,0.293,1.38,0.00,-0.026,-100.00
84899A,UNKNOWN,104,1,99.04,0.01,0.10,10.198,104.00,-0.010,0.08,0.00,-0.001,-100.00
84899E,YELLOW BROWN BEAR FELT PURSE KIT,104,12,88.46,0.34,1.43,4.235,8.67,0.120,1.62,0.00,-0.016,-100.00
84899F,YELLOW PURPLE DAISY FELT PURSE KIT,104,27,74.04,1.05,2.66,2.541,3.85,-0.020,1.69,0.00,-0.030,-100.00
84901,BLACK FACE LAMB WITH PANTS,104,34,67.31,1.15,2.44,2.115,3.06,0.512,3.08,0.00,-0.043,-100.00
84902,PINK KNITTED COW STUFFED TOY,104,22,78.85,0.67,1.66,2.462,4.73,0.523,3.62,0.00,-0.031,-100.00
84905,PINK BUTTERFLY CUSHION COVER,104,44,57.69,2.59,5.70,2.205,2.36,0.226,3.15,0.00,-0.064,-100.00
84906,UNKNOWN,104,18,82.69,0.66,1.80,2.711,5.78,0.008,0.23,0.00,0.001,-100.00
84907,PINK YELLOW PATCH CUSHION COVER,104,26,75.00,3.75,20.72,5.525,4.00,0.551,2.38,0.15,-0.134,-93.55
84908A,PINK 5 PATCH FLOWER CUSHION COVER,104,23,77.88,4.15,26.25,6.320,4.52,0.381,2.00,0.00,-0.163,-100.00
84908B,BLUE 5 PATCH FLOWER CUSHION COVER,104,22,78.85,4.18,26.25,6.276,4.73,0.381,1.85,0.00,-0.163,-100.00
84909A,PINK PAISLEY QUILT,104,7,93.27,2.01,12.81,6.375,14.86,0.118,8.31,0.00,-0.086,-100.00
84910A,PINK PAISLEY CUSHION COVER,104,39,62.50,4.14,30.22,7.293,2.67,-0.016,2.08,0.00,-0.136,-100.00
84912A,UNKNOWN,104,73,29.81,5.46,8.77,1.607,1.42,0.068,2.85,1.00,-0.019,-64.86
84912B,GREEN ROSE WASHBAG,104,81,22.12,4.98,5.45,1.095,1.28,0.098,0.62,7.08,0.057,1050.00
84913A,SOFT PINK ROSE TOWEL,104,76,26.92,5.85,6.21,1.062,1.37,0.467,1.69,0.31,-0.027,-81.82
84913B,MINT GREEN ROSE TOWEL,104,66,36.54,4.03,4.67,1.159,1.58,0.391,0.38,2.46,-0.012,540.00
84914A,PINK ROSE PICNIC RUG,104,6,94.23,0.13,0.83,6.129,17.33,0.030,0.00,0.00,-0.005,
84915,HAND TOWEL PINK FLOWER AND DAISY,104,27,74.04,2.23,11.20,5.021,3.85,0.291,0.00,0.85,0.016,
84916,HAND TOWEL PALE BLUE W FLOWERS,104,34,67.31,2.50,11.10,4.439,3.06,0.402,0.31,0.00,0.002,-100.00
84917,UNKNOWN,104,32,69.23,2.21,8.48,3.836,3.25,0.184,0.77,0.00,0.003,-100.00
84918,CREAM CUSHION COVER WITH FLOWERS,104,23,77.88,2.05,6.23,3.044,4.52,0.252,4.23,0.00,-0.066,-100.00
84919,BLUE CUSHION COVER WITH FLOWER,104,32,69.23,2.80,16.42,5.870,3.25,-0.024,4.31,0.15,-0.072,-96.43
84920,PINK FLOWER FABRIC PONY,104,48,53.85,1.87,2.99,1.604,2.17,0.153,1.69,1.46,0.009,-13.64
84921,CREAM AND PINK FLOWERS PONY,104,17,83.65,0.75,3.69,4.922,6.12,-0.013,3.62,0.62,-0.019,-82.98
84922,PINK BUTTERFLY WASHBAG,104,16,84.62,4.16,31.33,7.525,6.50,0.004,24.46,0.38,-0.202,-98.43
84923,PINK BUTTERFLY HANDBAG W BOBBLES,104,64,38.46,2.16,2.57,1.188,1.62,0.366,0.15,4.62,0.030,2900.00
84924A,WAKE UP COCKEREL CALENDAR SIGN,104,38,63.46,1.27,2.46,1.940,2.74,0.093,0.92,2.00,0.013,116.67
84924D,LA PALMIERA METAL SIGN CALENDAR,104,13,87.50,10.91,81.23,7.443,8.00,-0.017,0.15,0.00,-0.146,-100.00
84924F,PSYCHEDELIC METAL SIGN CALENDAR,104,8,92.31,9.38,66.22,7.064,13.00,-0.020,0.15,0.00,-0.132,-100.00
84925A,UNKNOWN,104,14,86.54,1.87,14.24,7.636,7.43,0.002,14.54,0.00,-0.095,-100.00
84925C,FAIRY CAKES WALL THERMOMETER,104,7,93.27,0.22,1.07,4.838,14.86,-0.010,0.69,0.00,-0.010,-100.00
84925D,LA PALMIERA WALL THERMOMETER,104,21,79.81,8.25,52.68,6.385,4.95,-0.022,37.38,0.00,-0.366,-100.00
84925E,FLOWERS WALL THERMOMETER,104,2,98.08,0.71,7.06,9.924,52.00,-0.010,5.69,0.00,-0.037,-100.00
84925F,PSYCHEDELIC WALL THERMOMETER,104,28,73.08,7.01,33.02,4.711,3.71,0.063,16.00,0.00,-0.200,-100.00
84926A,WAKE UP COCKEREL TILE COASTER,104,35,66.35,6.38,16.66,2.610,2.97,0.278,2.00,19.08,0.224,853.85
84926B,SCOTTS ROSES TILE COASTER,104,7,93.27,0.37,1.78,4.870,14.86,0.080,1.69,0.00,-0.016,-100.00
84926C,UNKNOWN,104,14,86.54,1.08,3.35,3.113,7.43,0.391,6.77,0.00,-0.052,-100.00
84926D,LA PALMIERA TILE COASTER,104,32,69.23,7.10,19.49,2.746,3.25,0.041,0.00,14.62,0.188,
84926E,FLOWERS TILE COASTER,104,32,69.23,10.07,28.73,2.854,3.25,0.414,0.00,16.23,0.297,
84926F,PSYCHEDELIC TILE COASTER,104,31,70.19,4.61,13.86,3.009,3.35,0.001,0.54,9.38,0.118,1642.86
84927A,WAKE UP COCKEREL TILE HOOK,104,27,74.04,2.17,10.05,4.627,3.85,-0.005,0.85,0.00,-0.017,-100.00
84927C,UNKNOWN,104,1,99.04,0.02,0.20,10.198,104.00,-0.010,0.15,0.00,-0.001,-100.00
84927D,LA PALMIERA TILE HOOK,104,20,80.77,9.16,59.55,6.499,5.20,-0.007,0.00,0.00,-0.115,
84927E,FLOWERS TILE HOOK,104,24,76.92,4.75,26.58,5.595,4.33,-0.028,0.62,0.00,-0.057,-100.00
84927F,PSYCHEDELIC TILE HOOK,104,41,60.58,3.09,8.30,2.688,2.54,0.281,0.15,11.92,0.113,7650.00
84928,UNKNOWN,104,1,99.04,0.01,0.10,10.198,104.00,-0.010,0.08,0.00,-0.001,-100.00
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,104,57,45.19,35.31,91.07,2.579,1.82,0.152,12.00,78.00,0.905,550.00
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,104,50,51.92,1.95,3.45,1.767,2.08,0.230,2.15,3.23,0.018,50.00
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,104,52,50.00,2.62,5.24,1.998,2.00,0.108,2.92,7.31,0.034,150.00
