series,description,week_start,demand_units,trend_13_week_centered_ma,seasonal_component,residual
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-03-14,0,0.00,275.26,-275.26
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-03-21,0,0.00,275.26,-275.26
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-03-28,0,14.77,267.88,-282.65
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-04-04,0,45.00,252.76,-297.76
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-04-11,0,61.54,244.49,-306.03
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-04-18,0,66.69,241.92,-308.61
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-04-25,0,77.85,236.34,-314.19
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-05-02,0,87.46,231.53,-318.99
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-05-09,192,91.62,325.46,-225.07
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-05-16,393,92.15,425.69,-124.84
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-05-23,215,98.46,333.53,-216.99
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-05-30,67,105.69,255.92,-294.61
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-06-06,145,120.54,287.49,-263.03
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-06-13,125,148.38,263.57,-286.96
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-06-20,54,158.23,223.15,-327.38
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-06-27,7,148.00,204.76,-345.76
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-07-04,82,128.62,251.96,-298.57
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-07-11,94,118.38,263.07,-287.46
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-07-18,193,115.08,314.22,-236.30
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-07-25,362,113.85,399.34,-151.19
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-08-01,128,107.23,285.65,-264.88
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-08-08,59,110.15,249.69,-300.84
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-08-15,141,115.69,287.92,-262.61
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-08-22,82,112.62,259.96,-290.57
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-08-29,24,111.69,231.42,-319.11
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-09-05,129,101.23,289.15,-261.38
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-09-12,39,78.23,255.65,-294.88
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-09-19,92,70.92,285.80,-264.72
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-09-26,79,72.92,278.30,-272.22
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-10-03,42,64.85,263.84,-286.69
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-10-10,82,91.00,270.76,-279.76
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-10-17,57,98.31,254.61,-295.92
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-10-24,63,102.00,255.76,-294.76
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-10-31,33,,275.26,
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-11-07,85,,275.26,
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-11-14,36,,275.26,
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-11-21,422,,275.26,
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-11-28,119,,275.26,
23166,MEDIUM CERAMIC TOP STORAGE JAR,2011-12-05,177,,-5433.58,
17003,BROCADE RING PURSE,2009-11-30,183,,-813.58,
17003,BROCADE RING PURSE,2009-12-07,192,,-1094.58,
17003,BROCADE RING PURSE,2009-12-14,425,,-671.51,
17003,BROCADE RING PURSE,2009-12-21,1,,-629.35,
17003,BROCADE RING PURSE,2009-12-28,0,,,
17003,BROCADE RING PURSE,2010-01-04,2,,329.42,
17003,BROCADE RING PURSE,2010-01-11,758,281.31,24.84,451.85
17003,BROCADE RING PURSE,2010-01-18,51,281.38,107.96,-338.34
17003,BROCADE RING PURSE,2010-01-25,150,268.23,468.96,-587.19
17003,BROCADE RING PURSE,2010-02-01,806,296.46,54.84,454.70
17003,BROCADE RING PURSE,2010-02-08,151,296.38,-347.47,202.08
17003,BROCADE RING PURSE,2010-02-15,829,296.38,106.96,425.66
17003,BROCADE RING PURSE,2010-02-22,109,300.92,-372.70,180.78
17003,BROCADE RING PURSE,2010-03-01,184,242.62,-236.54,177.93
17003,BROCADE RING PURSE,2010-03-08,21,247.85,-235.12,8.28
17003,BROCADE RING PURSE,2010-03-15,792,291.77,1145.53,-645.30
17003,BROCADE RING PURSE,2010-03-22,0,293.46,-322.70,29.24
17003,BROCADE RING PURSE,2010-03-29,0,462.00,-66.08,-395.92
17003,BROCADE RING PURSE,2010-04-05,61,403.00,-336.89,-5.11
17003,BROCADE RING PURSE,2010-04-12,0,451.38,-458.58,7.20
17003,BROCADE RING PURSE,2010-04-19,119,440.54,-432.97,111.43
17003,BROCADE RING PURSE,2010-04-26,721,538.08,-78.16,261.08
17003,BROCADE RING PURSE,2010-05-03,828,500.92,-48.31,375.39
17003,BROCADE RING PURSE,2010-05-10,2342,577.62,854.96,909.43
17003,BROCADE RING PURSE,2010-05-17,62,635.92,-147.01,-426.92
17003,BROCADE RING PURSE,2010-05-24,738,646.15,179.76,-87.92
17003,BROCADE RING PURSE,2010-05-31,43,646.62,-420.58,-183.03
17003,BROCADE RING PURSE,2010-06-07,1289,697.08,442.99,148.93
17003,BROCADE RING PURSE,2010-06-14,309,655.46,-59.66,-286.80
17003,BROCADE RING PURSE,2010-06-21,997,608.38,320.15,68.47
17003,BROCADE RING PURSE,2010-06-28,758,431.00,-84.58,411.58
17003,BROCADE RING PURSE,2010-07-05,194,489.92,-253.58,-42.34
17003,BROCADE RING PURSE,2010-07-12,6,499.62,-11.08,-482.53
17003,BROCADE RING PURSE,2010-07-19,775,1358.62,-414.93,-168.69
17003,BROCADE RING PURSE,2010-07-26,180,1381.77,-765.81,-435.96
17003,BROCADE RING PURSE,2010-08-02,216,1363.69,-730.28,-417.42
17003,BROCADE RING PURSE,2010-08-09,36,1357.92,-800.12,-521.80
17003,BROCADE RING PURSE,2010-08-16,828,1311.08,-446.12,-36.96
17003,BROCADE RING PURSE,2010-08-23,864,1729.38,-208.51,-656.88
17003,BROCADE RING PURSE,2010-08-30,11210,1800.08,4640.80,4769.12
17003,BROCADE RING PURSE,2010-09-06,1590,1752.62,-197.70,35.08
17003,BROCADE RING PURSE,2010-09-13,74,1741.54,-1044.70,-622.84
17003,BROCADE RING PURSE,2010-09-20,922,2249.23,-500.16,-827.07
17003,BROCADE RING PURSE,2010-09-27,149,2288.62,-868.01,-1271.61
17003,BROCADE RING PURSE,2010-10-04,5632,2342.00,1560.19,1729.81
17003,BROCADE RING PURSE,2010-10-11,925,2410.69,-961.74,-523.96
17003,BROCADE RING PURSE,2010-10-18,158,1609.77,-872.58,-579.19
17003,BROCADE RING PURSE,2010-10-25,36,1507.69,-146.28,-1325.42
17003,BROCADE RING PURSE,2010-11-01,6816,1508.92,5271.49,35.58
17003,BROCADE RING PURSE,2010-11-08,548,1438.00,-925.58,35.58
17003,BROCADE RING PURSE,2010-11-15,1522,1426.54,59.88,35.58
17003,BROCADE RING PURSE,2010-11-22,1757,1059.77,661.65,35.58
17003,BROCADE RING PURSE,2010-11-29,798,989.23,-226.81,35.58
17003,BROCADE RING PURSE,2010-12-06,263,1041.00,-813.58,35.58
17003,BROCADE RING PURSE,2010-12-13,90,1149.00,-1094.58,35.58
17003,BROCADE RING PURSE,2010-12-20,0,635.92,-671.51,35.58
17003,BROCADE RING PURSE,2010-12-27,0,593.77,-629.35,35.58
17003,BROCADE RING PURSE,2011-01-03,864,499.00,329.42,35.58
17003,BROCADE RING PURSE,2011-01-10,8,363.85,24.84,-380.69
17003,BROCADE RING PURSE,2011-01-17,831,313.54,107.96,409.51
17003,BROCADE RING PURSE,2011-01-24,1440,312.69,468.96,658.35
17003,BROCADE RING PURSE,2011-01-31,146,474.69,54.84,-383.53
17003,BROCADE RING PURSE,2011-02-07,0,478.38,-347.47,-130.92
17003,BROCADE RING PURSE,2011-02-14,290,537.54,106.96,-354.49
17003,BROCADE RING PURSE,2011-02-21,0,482.31,-372.70,-109.61
17003,BROCADE RING PURSE,2011-02-28,144,487.31,-236.54,-106.76
17003,BROCADE RING PURSE,2011-03-07,252,424.23,-235.12,62.89
17003,BROCADE RING PURSE,2011-03-14,2196,334.00,1145.53,716.47
17003,BROCADE RING PURSE,2011-03-21,48,328.77,-322.70,41.93
17003,BROCADE RING PURSE,2011-03-28,769,368.00,-66.08,467.08
17003,BROCADE RING PURSE,2011-04-04,146,406.62,-336.89,76.28
17003,BROCADE RING PURSE,2011-04-11,73,467.62,-458.58,63.97
17003,BROCADE RING PURSE,2011-04-18,11,484.23,-432.97,-40.26
17003,BROCADE RING PURSE,2011-04-25,267,535.08,-78.16,-189.92
17003,BROCADE RING PURSE,2011-05-02,78,430.54,-48.31,-304.22
17003,BROCADE RING PURSE,2011-05-09,510,493.31,854.96,-838.26
17003,BROCADE RING PURSE,2011-05-16,792,440.92,-147.01,498.08
17003,BROCADE RING PURSE,2011-05-23,793,454.15,179.76,159.08
17003,BROCADE RING PURSE,2011-05-30,360,526.38,-420.58,254.20
17003,BROCADE RING PURSE,2011-06-06,913,547.77,442.99,-77.76
17003,BROCADE RING PURSE,2011-06-13,837,538.69,-59.66,357.97
17003,BROCADE RING PURSE,2011-06-20,864,541.15,320.15,2.70
17003,BROCADE RING PURSE,2011-06-27,88,513.00,-84.58,-340.42
17003,BROCADE RING PURSE,2011-07-04,318,458.08,-253.58,113.51
17003,BROCADE RING PURSE,2011-07-11,1012,469.38,-11.08,553.70
17003,BROCADE RING PURSE,2011-07-18,289,464.08,-414.93,239.85
17003,BROCADE RING PURSE,2011-07-25,149,407.69,-765.81,507.12
17003,BROCADE RING PURSE,2011-08-01,110,351.69,-730.28,488.58
17003,BROCADE RING PURSE,2011-08-08,144,351.15,-800.12,592.97
17003,BROCADE RING PURSE,2011-08-15,78,416.00,-446.12,108.12
17003,BROCADE RING PURSE,2011-08-22,940,420.46,-208.51,728.04
17003,BROCADE RING PURSE,2011-08-29,291,348.15,4640.80,-4697.96
17003,BROCADE RING PURSE,2011-09-05,180,341.62,-197.70,36.08
17003,BROCADE RING PURSE,2011-09-12,109,459.69,-1044.70,694.01
17003,BROCADE RING PURSE,2011-09-19,857,458.92,-500.16,898.24
17003,BROCADE RING PURSE,2011-09-26,931,456.23,-868.01,1342.78
17003,BROCADE RING PURSE,2011-10-03,376,474.46,1560.19,-1658.65
17003,BROCADE RING PURSE,2011-10-10,72,438.62,-961.74,595.12
17003,BROCADE RING PURSE,2011-10-17,204,426.23,-872.58,650.35
17003,BROCADE RING PURSE,2011-10-24,1684,433.69,-146.28,1396.58
17003,BROCADE RING PURSE,2011-10-31,100,,5271.49,
17003,BROCADE RING PURSE,2011-11-07,109,,-925.58,
17003,BROCADE RING PURSE,2011-11-14,315,,59.88,
17003,BROCADE RING PURSE,2011-11-21,474,,661.65,
17003,BROCADE RING PURSE,2011-11-28,130,,-226.81,
17003,BROCADE RING PURSE,2011-12-05,277,,-813.58,
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2009-11-30,534,,-211.92,
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2009-12-07,390,,130.31,
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2009-12-14,265,,99.85,
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2009-12-21,6,,-396.61,
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2009-12-28,0,,,
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-01-04,690,,-193.54,
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-01-11,192,450.08,-237.77,-20.31
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-01-18,680,466.54,36.58,176.88
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-01-25,656,454.77,8.08,193.15
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-02-01,201,482.23,79.04,-360.27
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-02-08,684,530.23,-66.61,220.38
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-02-15,646,540.69,88.81,16.50
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-02-22,907,525.38,115.27,266.34
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-03-01,748,556.85,13.77,177.38
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-03-08,237,558.15,-83.27,-237.89
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-03-15,622,589.08,299.00,-266.08
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-03-22,630,615.31,-47.77,62.46
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-03-29,136,594.46,-311.61,-146.85
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-04-05,491,584.08,-231.73,138.65
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-04-12,601,596.38,14.16,-9.54
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-04-19,697,559.62,375.39,-238.00
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-04-26,1058,603.08,14.50,440.42
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-05-03,542,598.15,-66.73,10.57
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-05-10,413,581.23,-156.54,-11.70
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-05-17,511,668.69,-305.07,147.38
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-05-24,1067,689.15,1290.27,-912.43
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-05-31,270,667.15,-478.19,81.04
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-06-07,802,642.31,-41.65,201.34
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-06-14,558,577.85,-83.15,63.30
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-06-21,410,560.69,-100.65,-50.04
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-06-28,1273,558.77,148.93,565.30
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-07-05,757,637.00,-196.80,316.80
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-07-12,315,645.77,-310.23,-20.54
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-07-19,374,662.00,274.04,-562.04
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-07-26,220,654.92,-106.50,-328.43
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-08-02,319,670.38,-312.50,-38.89
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-08-09,388,680.77,-289.04,-3.73
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-08-16,1528,632.85,617.89,277.27
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-08-23,1181,638.62,411.27,131.11
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-08-30,481,675.38,-295.65,101.27
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-09-06,710,715.54,74.93,-80.46
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-09-13,759,734.92,177.54,-153.46
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-09-20,545,757.31,-132.27,-80.04
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-09-27,650,770.77,-181.07,60.30
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-10-04,832,713.00,288.62,-169.62
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-10-11,793,691.00,-4.77,106.77
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-10-18,896,705.38,-37.77,228.38
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-10-25,472,668.62,-224.27,27.65
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-11-01,610,652.46,-44.84,2.38
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-11-08,563,651.62,-91.00,2.38
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-11-15,777,601.62,173.00,2.38
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-11-22,895,551.38,341.23,2.38
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-11-29,668,498.62,167.00,2.38
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-12-06,232,441.54,-211.92,2.38
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-12-13,549,416.31,130.31,2.38
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-12-20,534,431.77,99.85,2.38
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-12-27,0,394.23,-396.61,2.38
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-01-03,179,370.15,-193.54,2.38
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-01-10,107,319.69,-237.77,25.07
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-01-17,154,289.54,36.58,-172.12
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-01-24,144,324.31,8.08,-188.39
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-01-31,811,366.92,79.04,365.04
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-02-07,75,357.23,-66.61,-215.62
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-02-14,464,386.92,88.81,-11.73
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-02-21,239,385.31,115.27,-261.58
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-02-28,276,434.85,13.77,-172.62
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-03-07,684,524.62,-83.27,242.65
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-03-14,1103,533.15,299.00,270.84
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-03-21,408,513.46,-47.77,-57.70
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-03-28,386,546.00,-311.61,151.61
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-04-04,158,523.62,-231.73,-133.89
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-04-11,751,722.54,14.16,14.30
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-04-18,1321,702.85,375.39,242.77
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-04-25,255,676.15,14.50,-435.66
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-05-02,555,627.54,-66.73,-5.81
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-05-09,498,638.08,-156.54,16.46
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-05-16,173,620.69,-305.07,-142.62
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-05-23,2825,617.54,1290.27,917.19
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-05-30,20,574.46,-478.19,-76.27
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-06-06,337,575.23,-41.65,-196.58
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-06-13,471,612.69,-83.15,-58.54
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-06-20,545,590.85,-100.65,54.80
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-06-27,160,571.62,148.93,-560.54
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-07-04,117,625.85,-196.80,-312.04
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-07-11,191,475.92,-310.23,25.30
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-07-18,1331,490.15,274.04,566.80
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-07-25,742,515.31,-106.50,333.19
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-08-01,271,539.85,-312.50,43.65
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-08-08,248,528.54,-289.04,8.50
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-08-15,878,532.62,617.89,-272.50
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-08-22,876,591.08,411.27,-126.35
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-08-29,205,597.15,-295.65,-96.50
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-09-05,664,503.85,74.93,85.23
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-09-12,790,454.23,177.54,158.23
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-09-19,398,445.46,-132.27,84.80
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-09-26,213,449.62,-181.07,-55.54
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-10-03,877,414.00,288.62,174.38
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-10-10,270,376.77,-4.77,-102.00
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-10-17,118,379.38,-37.77,-223.62
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-10-24,97,344.15,-224.27,-22.89
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-10-31,157,,-44.84,
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-11-07,302,,-91.00,
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-11-14,415,,173.00,
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-11-21,392,,341.23,
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-11-28,239,,167.00,
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-12-05,206,,-211.92,
